,issue,component_path,commit,LOC_change,is_test,parent,tag_commit,date_commit,tag_parent,module,fail_component,package,index_bug
152,959,src\main\java\org\jfrog\hudson\pipeline\docker\utils\DockerAgentUtils.java,91ed2d5ed90739b58df306e82fdd741f8ce5ab44,126,0,6d1d3c00fb5733abea898807e687994ef191cda2,artifactory-2.13.0,2017-07-31 11:51:15,artifactory-2.12.2,,org.jfrog.hudson.pipeline.docker.utils.DockerAgentUtils,org.jfrog.hudson.pipeline.docker.utils,152
153,961,src\main\java\org\jfrog\hudson\generic\ArtifactoryGenericConfigurator.java,d35a4b105766e4a3a953891c45de1c90e0a403cb,140,0,59c6e2285b08d9292231c2e0b68a435e40b1ff5d,artifactory-2.13.0,2017-08-09 12:34:01,artifactory-2.13.0,,org.jfrog.hudson.generic.ArtifactoryGenericConfigurator,org.jfrog.hudson.generic,153
154,962,src\main\java\org\jfrog\hudson\pipeline\types\XrayScanResult.java,d321f04a9b3aba14ef26f15f8ea32dfc451a2289,28,0,d35a4b105766e4a3a953891c45de1c90e0a403cb,artifactory-2.13.0,2017-08-09 22:02:29,artifactory-2.13.0,,org.jfrog.hudson.pipeline.types.XrayScanResult,org.jfrog.hudson.pipeline.types,154
155,978,src\main\java\org\jfrog\hudson\pipeline\executors\GenericUploadExecutor.java,ed1f4e31ef258084e22b36aa74cd9d39c264d7ca,8,0,f8a269ea9a6a3959b85fff1037cdc1e2398f89d4,artifactory-2.13.0,2017-09-11 16:11:44,artifactory-2.13.0,,org.jfrog.hudson.pipeline.executors.GenericUploadExecutor,org.jfrog.hudson.pipeline.executors,155
156,981,src\main\java\org\jfrog\hudson\pipeline\Utils.java,c5feb97a7b61235622c8a3265f50e22f4f4b10ac,20,0,ed1f4e31ef258084e22b36aa74cd9d39c264d7ca,artifactory-2.13.0,2017-09-13 13:34:35,artifactory-2.13.0,,org.jfrog.hudson.pipeline.Utils,org.jfrog.hudson.pipeline,156
157,986,src\main\java\org\jfrog\hudson\util\SpecUtils.java,509e5e601d1a9fb27a52cbc6ed5622c47c201328,12,0,c5feb97a7b61235622c8a3265f50e22f4f4b10ac,artifactory-2.13.0,2017-09-19 15:50:30,artifactory-2.13.0,,org.jfrog.hudson.util.SpecUtils,org.jfrog.hudson.util,157
158,988,src\main\java\org\jfrog\hudson\pipeline\docker\utils\DockerAgentUtils.java,0098524185ce1586e101d817f0b873c1f6c3a86b,76,0,509e5e601d1a9fb27a52cbc6ed5622c47c201328,artifactory-2.13.0,2017-09-24 17:31:59,artifactory-2.13.0,,org.jfrog.hudson.pipeline.docker.utils.DockerAgentUtils,org.jfrog.hudson.pipeline.docker.utils,158
159,999,src\main\java\org\jfrog\hudson\pipeline\docker\utils\DockerUtils.java,3d345c48e10fc6e5c3d71a5c32280bf3dc72d63c,108,0,986647de0ba3153728450ad5e5bee952891da428,artifactory-2.15.0,2017-10-19 07:33:27,artifactory-2.15.0,,org.jfrog.hudson.pipeline.docker.utils.DockerUtils,org.jfrog.hudson.pipeline.docker.utils,159
160,1004,src\main\java\org\jfrog\hudson\maven3\Maven3Builder.java,993b8108bbe3dcbc6428fb4a11319e9455a30036,73,0,91cae4b640a8d42bd7cef403f8f1a05dbb8da70f,artifactory-2.13.1,2017-10-26 08:10:31,artifactory-2.13.1,,org.jfrog.hudson.maven3.Maven3Builder,org.jfrog.hudson.maven3,160
161,1002,src\main\java\org\jfrog\hudson\release\promotion\UnifiedPromoteBuildAction.java,3547a0d035737a960b3132ae0b5d9474345458a3,45,0,9add6ef4ee829a74460efc47cea27a530e5001e7,artifactory-2.13.1,2017-10-26 11:49:59,artifactory-2.13.1,,org.jfrog.hudson.release.promotion.UnifiedPromoteBuildAction,org.jfrog.hudson.release.promotion,161
162,989,src\main\java\org\jfrog\hudson\action\ActionableHelper.java,c248c566e9f2cd5fd91034eb73b27f06dfab4ff2,16,0,f99ee1194db987d4f45be32bc79f8806763538e4,artifactory-2.14.0,2017-10-31 12:24:34,artifactory-2.14.0,,org.jfrog.hudson.action.ActionableHelper,org.jfrog.hudson.action,162
163,1009,src\main\java\org\jfrog\hudson\generic\GenericArtifactsDeployer.java,fcf03c23ed4fa5b31d7021ecdb1585e340617d96,7,0,c248c566e9f2cd5fd91034eb73b27f06dfab4ff2,artifactory-2.14.0,2017-11-02 08:45:05,artifactory-2.14.0,,org.jfrog.hudson.generic.GenericArtifactsDeployer,org.jfrog.hudson.generic,163
