,Unnamed: 0,TEST,bug_ID,project,time_budget,faulty_class,sum_detected,count_detected,FP,FP_genric,LOC,LOC_P,Random
161,17593,org.apache.commons.lang.NullArgumentException,62,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.206094468577
162,7904,org.apache.commons.lang.NullArgumentException,51,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.0894626986817
163,7049,org.apache.commons.lang.NullArgumentException,52,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.848051122854
164,2620,org.apache.commons.lang.NullArgumentException,54,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.728195093856
165,7267,org.apache.commons.lang.NullArgumentException,44,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.183418470956
166,11969,org.apache.commons.lang.NullArgumentException,42,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.196481878527
167,8413,org.apache.commons.lang.NullArgumentException,45,Lang,60,0.0,0,6,0.028,0.038,7,0.00312360553324,0.858087113606
168,2712,org.apache.commons.lang.NumberRange,62,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.98601520057
169,11953,org.apache.commons.lang.NumberRange,42,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.200677889786
170,7888,org.apache.commons.lang.NumberRange,51,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.0482205071071
171,1376,org.apache.commons.lang.NumberRange,45,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.958622071183
172,1037,org.apache.commons.lang.NumberRange,54,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.927855091941
173,1614,org.apache.commons.lang.NumberRange,52,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.52542366007
174,569,org.apache.commons.lang.NumberRange,57,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.208087712578
175,4868,org.apache.commons.lang.NumberRange,44,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.276244884078
176,399,org.apache.commons.lang.NumberRange,46,Lang,60,0.0,0,10,0.147,0.095,89,0.0397144132084,0.644967660519
177,17575,org.apache.commons.lang.NumberUtils,62,Lang,60,0.0,0,10,0.375,0.225,332,0.148148148148,0.380515743985
178,422,org.apache.commons.lang.NumberUtils,46,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.68360061315
179,571,org.apache.commons.lang.NumberUtils,44,Lang,60,1.0,2,12,0.375,0.225,334,0.149040606872,0.524565583488
180,1008,org.apache.commons.lang.NumberUtils,54,Lang,60,0.0,0,10,0.375,0.225,331,0.147701918786,0.54835878651
